"generator" "L" "R" "n" "h" "run" "nsols"
"ss" 1 250 200 9 1 3.20074747127668e+48
"ss" 1 250 200 10 1 9.23614281492474e+40
"ss" 1 250 200 11 1 8.01212875136308e+27
"ss" 1 250 200 1 2 5.49002084785524e+28
"ss" 1 250 200 2 2 2.78906676307867e+40
"ss" 1 250 200 3 2 1.23777345559721e+48
"ss" 1 250 200 4 2 7.21741419093371e+52
"uncorr" 1 100 400 8 8 1
"ss" 1 250 200 5 2 6.88797216913474e+55
"ss" 1 250 200 6 2 6.3607118609163e+56
"ss" 1 250 200 7 2 7.25622161324635e+55
"ss" 1 250 200 8 2 1.44538818284645e+53
"ss" 1 250 200 9 2 1.28358119967931e+48
"ss" 1 250 200 10 2 6.83810220199215e+39
"ss" 1 250 200 11 2 5.71312181939715e+29
"ss" 1 250 200 1 3 1.02085016348866e+29
"ss" 1 250 200 2 3 1.14416348858916e+40
"ss" 1 250 200 3 3 1.2549711110293e+48
"uncorr" 1 50 100 4 19 4
"uncorr" 1 100 400 9 8 2
"ss" 1 250 200 4 3 1.89543826294817e+53
"ss" 1 250 200 5 3 7.62446896707081e+55
"ss" 1 250 200 6 3 6.42835321071947e+56
"ss" 1 250 200 7 3 6.96603189522816e+55
"ss" 1 250 200 8 3 9.89022723905926e+52
"ss" 1 250 200 9 3 1.29220262215381e+48
"ss" 1 250 200 10 3 9.59469235191527e+39
"ss" 1 250 200 11 3 3.64908012853763e+29
"ss" 1 250 200 1 4 1.08365429059526e+28
"ss" 1 250 200 2 4 1.91317986959082e+40
"uncorr" 1 100 400 10 8 1
"ss" 1 250 200 3 4 2.6986515793692e+48
"ss" 1 250 200 4 4 1.55929235726056e+53
"ss" 1 250 200 5 4 7.56094642609247e+55
"ss" 1 250 200 6 4 6.16967846865899e+56
"ss" 1 250 200 7 4 7.61671740952539e+55
"ss" 1 250 200 8 4 1.38816627598887e+53
"ss" 1 250 200 9 4 2.47524395026412e+48
"ss" 1 250 200 10 4 4.86203888798788e+40
"ss" 1 250 200 11 4 2.50030951470681e+27
"ss" 1 250 200 1 5 3.5851605077923e+28
"uncorr" 1 100 400 11 8 9
"ss" 1 250 200 2 5 1.18957643305853e+40
"ss" 1 250 200 3 5 1.65178899463035e+48
"ss" 1 250 200 4 5 1.04897050006395e+53
"ss" 1 250 200 5 5 7.8287570320597e+55
"ss" 1 250 200 6 5 6.04562316083983e+56
"ss" 1 250 200 7 5 8.72665749974423e+55
"ss" 1 250 200 8 5 2.77418227052465e+53
"ss" 1 250 200 9 5 7.32222085173881e+47
"ss" 1 250 200 10 5 2.10917978706758e+40
"ss" 1 250 200 11 5 1.26778389229807e+28
"uncorr" 1 100 400 1 9 1
"ss" 1 250 200 1 6 9.49424424849096e+28
"ss" 1 250 200 2 6 7.34390918362263e+40
"ss" 1 250 200 3 6 3.81322853014982e+47
"ss" 1 250 200 4 6 1.23544393303555e+53
"ss" 1 250 200 5 6 7.50523388687e+55
"ss" 1 250 200 6 6 6.35414688629129e+56
"ss" 1 250 200 7 6 7.94594172975701e+55
"ss" 1 250 200 8 6 1.3894579450595e+53
"ss" 1 250 200 9 6 2.08110440618597e+48
"ss" 1 250 200 10 6 1.03935252565485e+40
"uncorr" 1 100 400 2 9 1
"ss" 1 250 200 11 6 2.11503487428264e+29
"ss" 1 250 200 1 7 5.7048784181338e+29
"ss" 1 250 200 2 7 2.68080920424949e+40
"ss" 1 250 200 3 7 1.36779508363708e+48
"ss" 1 250 200 4 7 1.28269732406733e+53
"ss" 1 250 200 5 7 7.43638274771377e+55
"ss" 1 250 200 6 7 6.03382716705557e+56
"ss" 1 250 200 7 7 7.78687241103641e+55
"ss" 1 250 200 8 7 9.93375931308346e+52
"ss" 1 250 200 9 7 1.35628547508749e+48
"uncorr" 1 100 400 3 9 1
"ss" 1 250 200 10 7 1.95361656202865e+41
"ss" 1 250 200 11 7 4.54122008141064e+28
"ss" 1 250 200 1 8 2.44311115101338e+28
"ss" 1 250 200 2 8 2.7910610502424e+40
"ss" 1 250 200 3 8 1.67292781282888e+48
"ss" 1 250 200 4 8 1.04613866304696e+53
"ss" 1 250 200 5 8 7.41034513836986e+55
"ss" 1 250 200 6 8 6.39980305263639e+56
"ss" 1 250 200 7 8 8.6900630121233e+55
"ss" 1 250 200 8 8 1.25884567775581e+53
"uncorr" 1 100 400 4 9 2
"ss" 1 250 200 9 8 1.25678204942502e+48
"ss" 1 250 200 10 8 1.40473924068627e+40
"ss" 1 250 200 11 8 9.10469282378062e+27
"ss" 1 250 200 1 9 2.54209394889077e+29
"ss" 1 250 200 2 9 1.90531324157816e+40
"ss" 1 250 200 3 9 5.76685949609306e+47
"ss" 1 250 200 4 9 1.4643111237202e+53
"ss" 1 250 200 5 9 8.5038333331987e+55
"ss" 1 250 200 6 9 6.29734690963189e+56
"ss" 1 250 200 7 9 7.00124768492732e+55
"uncorr" 1 100 400 5 9 4
"ss" 1 250 200 8 9 1.34788911016842e+53
"ss" 1 250 200 9 9 1.50318844383211e+48
"ss" 1 250 200 10 9 2.58309202138199e+40
"ss" 1 250 200 11 9 3.79545121402303e+29
"ss" 1 250 200 1 10 1.29854914931156e+29
"ss" 1 250 200 2 10 6.38583697583068e+40
"ss" 1 250 200 3 10 6.92092170646797e+47
"ss" 1 250 200 4 10 1.91789467496397e+53
"ss" 1 250 200 5 10 7.38136672599438e+55
"ss" 1 250 200 6 10 6.40039817443431e+56
"uncorr" 1 100 400 6 9 1
"ss" 1 250 200 7 10 8.06870750327668e+55
"ss" 1 250 200 8 10 1.04149280075556e+53
"ss" 1 250 200 9 10 1.49768216893665e+48
"ss" 1 250 200 10 10 3.20029281958136e+40
"ss" 1 250 200 11 10 2.09810377476982e+28
"ss" 1 250 200 1 11 3.88105605780591e+29
"ss" 1 250 200 2 11 8.16419478095329e+40
"ss" 1 250 200 3 11 2.90671234728251e+48
"ss" 1 250 200 4 11 1.38759006711286e+53
"ss" 1 250 200 5 11 7.63393178089076e+55
"uncorr" 1 100 400 7 9 2
"ss" 1 250 200 6 11 6.03748535603413e+56
"ss" 1 250 200 7 11 6.91504288723519e+55
"ss" 1 250 200 8 11 1.17074142357355e+53
"ss" 1 250 200 9 11 8.07643879569711e+47
"ss" 1 250 200 10 11 7.71975887908395e+40
"ss" 1 250 200 11 11 1.39909180818011e+29
"ss" 1 250 200 1 12 1.1545872242392e+29
"ss" 1 250 200 2 12 1.01115371630984e+41
"ss" 1 250 200 3 12 2.02987724193807e+48
"ss" 1 250 200 4 12 1.25218461196649e+53
"uncorr" 1 50 100 5 19 1
"uncorr" 1 100 400 8 9 1
"ss" 1 250 200 5 12 7.96492357225572e+55
"ss" 1 250 200 6 12 6.5051529229896e+56
"ss" 1 250 200 7 12 8.36295711877658e+55
"ss" 1 250 200 8 12 1.05099582442646e+53
"ss" 1 250 200 9 12 8.53007740944244e+47
"ss" 1 250 200 10 12 1.15006459279402e+40
"ss" 1 250 200 11 12 3.05338177708904e+28
"ss" 1 250 200 1 13 3.66103043024179e+29
"ss" 1 250 200 2 13 3.46162580952029e+40
"ss" 1 250 200 3 13 4.10541614536804e+48
"uncorr" 1 100 400 9 9 2
"ss" 1 250 200 4 13 1.762080384956e+53
"ss" 1 250 200 5 13 8.65295151805884e+55
"ss" 1 250 200 6 13 6.16608420720439e+56
"ss" 1 250 200 7 13 8.03161210187987e+55
"ss" 1 250 200 8 13 1.34383721899248e+53
"ss" 1 250 200 9 13 2.58541663275939e+48
"ss" 1 250 200 10 13 2.33094860639954e+39
"ss" 1 250 200 11 13 2.51483802992304e+28
"ss" 1 250 200 1 14 2.3925786754727e+28
"ss" 1 250 200 2 14 1.91654173021843e+40
"uncorr" 1 100 400 10 9 2
"ss" 1 250 200 3 14 1.43414415897296e+48
"ss" 1 250 200 4 14 1.12585398286008e+53
"ss" 1 250 200 5 14 8.36845857136794e+55
"ss" 1 250 200 6 14 6.53513081356273e+56
"ss" 1 250 200 7 14 8.29618308194401e+55
"ss" 1 250 200 8 14 1.06523604320234e+53
"ss" 1 250 200 9 14 1.41707613754343e+48
"ss" 1 250 200 10 14 8.35052733751771e+39
"ss" 1 250 200 11 14 1.03966641113651e+30
"ss" 1 250 200 1 15 2.19092752827109e+29
"uncorr" 1 100 400 11 9 1
"ss" 1 250 200 2 15 2.00558247898454e+41
"ss" 1 250 200 3 15 8.57066593549821e+47
"ss" 1 250 200 4 15 1.96024265052252e+53
"ss" 1 250 200 5 15 7.35705147780487e+55
"ss" 1 250 200 6 15 6.5298674682552e+56
"ss" 1 250 200 7 15 7.78160915390362e+55
"ss" 1 250 200 8 15 1.0415508958419e+53
"ss" 1 250 200 9 15 2.99534168285851e+48
"ss" 1 250 200 10 15 5.37460730919955e+39
"ss" 1 250 200 11 15 1.54696591571604e+29
"uncorr" 1 100 400 1 10 2
"ss" 1 250 200 1 16 1.14051535312161e+29
"ss" 1 250 200 2 16 2.89440483166803e+40
"ss" 1 250 200 3 16 1.77280393050243e+48
"ss" 1 250 200 4 16 1.17648867092236e+53
"ss" 1 250 200 5 16 7.71307300866661e+55
"ss" 1 250 200 6 16 5.89000360505323e+56
"ss" 1 250 200 7 16 7.61098632671673e+55
"ss" 1 250 200 8 16 1.07255674528209e+53
"ss" 1 250 200 9 16 2.10168954792838e+48
"ss" 1 250 200 10 16 5.31979263772528e+40
"uncorr" 1 100 400 2 10 2
"ss" 1 250 200 11 16 7.62049148946716e+28
"ss" 1 250 200 1 17 8.26541041393691e+28
"ss" 1 250 200 2 17 6.10773771829603e+40
"ss" 1 250 200 3 17 1.28495951396495e+48
"ss" 1 250 200 4 17 1.38268672060583e+53
"ss" 1 250 200 5 17 7.29667019265031e+55
"ss" 1 250 200 6 17 6.12288511794765e+56
"ss" 1 250 200 7 17 7.88138109442409e+55
"ss" 1 250 200 8 17 9.7854717163049e+52
"ss" 1 250 200 9 17 1.88365947615411e+48
"uncorr" 1 100 400 3 10 4
"ss" 1 250 200 10 17 1.91574594409506e+41
"ss" 1 250 200 11 17 1.07597391534573e+29
"ss" 1 250 200 1 18 1.53469622574449e+29
"ss" 1 250 200 2 18 1.71856267632929e+41
"ss" 1 250 200 3 18 1.57828454461333e+48
"ss" 1 250 200 4 18 8.66848377427582e+52
"ss" 1 250 200 5 18 8.9344273555703e+55
"ss" 1 250 200 6 18 6.079247924645e+56
"ss" 1 250 200 7 18 7.26558110664107e+55
"ss" 1 250 200 8 18 1.04654392074627e+53
"uncorr" 1 100 400 4 10 1
"ss" 1 250 200 9 18 1.13149727255754e+48
"ss" 1 250 200 10 18 7.57579636176264e+40
"ss" 1 250 200 11 18 1.59489854041167e+29
"ss" 1 250 200 1 19 5.56469766689888e+29
"ss" 1 250 200 2 19 2.31394529366461e+40
"ss" 1 250 200 3 19 3.23600456684974e+48
"ss" 1 250 200 4 19 1.46583281068346e+53
"ss" 1 250 200 5 19 8.08300155258272e+55
"ss" 1 250 200 6 19 6.61470845487071e+56
"ss" 1 250 200 7 19 6.58347050202993e+55
"uncorr" 1 100 400 5 10 1
"ss" 1 250 200 8 19 1.29744208324511e+53
"ss" 1 250 200 9 19 1.93273619534758e+48
"ss" 1 250 200 10 19 1.05290962693685e+41
"ss" 1 250 200 11 19 1.58451067001777e+30
"ss" 1 250 200 1 20 8.18386117789198e+28
"ss" 1 250 200 2 20 4.12887373892797e+40
"ss" 1 250 200 3 20 1.65986962720908e+48
"ss" 1 250 200 4 20 1.07377506192124e+53
"ss" 1 250 200 5 20 8.50475264198092e+55
"ss" 1 250 200 6 20 6.49778859934968e+56
"uncorr" 1 100 400 6 10 3
"ss" 1 250 200 7 20 8.5058509009569e+55
"ss" 1 250 200 8 20 1.0426700315247e+53
"ss" 1 250 200 9 20 1.39115790867157e+48
"ss" 1 250 200 10 20 4.33892927488709e+40
"ss" 1 250 200 11 20 9.04160003122394e+28
"ss" 1 250 200 1 21 2.72556006630661e+29
"ss" 1 250 200 2 21 5.39743021228167e+40
"ss" 1 250 200 3 21 6.23288444640137e+47
"ss" 1 250 200 4 21 1.56199283677267e+53
"ss" 1 250 200 5 21 6.95111718279772e+55
"uncorr" 1 50 100 6 19 1
"uncorr" 1 100 400 7 10 2
"ss" 1 250 200 6 21 6.46499641306587e+56
"ss" 1 250 200 7 21 8.66628206258639e+55
"ss" 1 250 200 8 21 1.29623973174519e+53
"ss" 1 250 200 9 21 1.37434547341768e+48
"ss" 1 250 200 10 21 2.12256378011531e+40
"ss" 1 250 200 11 21 1.14273943451592e+29
"ss" 1 250 200 1 22 3.96448412794269e+28
"ss" 1 250 200 2 22 6.48904553341524e+40
"ss" 1 250 200 3 22 1.50505288642005e+48
"ss" 1 250 200 4 22 1.16476772825589e+53
"uncorr" 1 100 400 8 10 6
"ss" 1 250 200 5 22 8.131957365426e+55
"ss" 1 250 200 6 22 6.30516098622059e+56
"ss" 1 250 200 7 22 7.78512552257106e+55
"ss" 1 250 200 8 22 1.89048326377453e+53
"ss" 1 250 200 9 22 1.0962149299634e+48
"ss" 1 250 200 10 22 1.8138944663843e+40
"ss" 1 250 200 11 22 5.40814637834735e+28
"ss" 1 250 200 1 23 1.86139231250807e+28
"ss" 1 250 200 2 23 1.50474539154912e+40
"ss" 1 250 200 3 23 3.8209982378609e+48
"uncorr" 1 100 400 9 10 1
"ss" 1 250 200 4 23 1.64460605514507e+53
"ss" 1 250 200 5 23 7.60627593946723e+55
"ss" 1 250 200 6 23 6.33399628944432e+56
"ss" 1 250 200 7 23 6.53525891601288e+55
"ss" 1 250 200 8 23 1.71299318773266e+53
"ss" 1 250 200 9 23 1.22181604604428e+48
"ss" 1 250 200 10 23 3.10169835356753e+40
"ss" 1 250 200 11 23 7.04817742454786e+28
"ss" 1 250 200 1 24 7.63844915073701e+28
"ss" 1 250 200 2 24 1.07167607472046e+41
"uncorr" 1 100 400 10 10 7
"ss" 1 250 200 3 24 1.25127842292414e+48
"ss" 1 250 200 4 24 1.11236974275687e+53
"ss" 1 250 200 5 24 6.83509109655322e+55
"ss" 1 250 200 6 24 6.45618882879578e+56
"ss" 1 250 200 7 24 8.39017930626432e+55
"ss" 1 250 200 8 24 1.61894400856024e+53
"ss" 1 250 200 9 24 1.52197193550668e+48
"ss" 1 250 200 10 24 4.54736363284673e+40
"ss" 1 250 200 11 24 1.03575589011732e+29
"ss" 1 250 200 1 25 4.16475341436797e+29
"uncorr" 1 100 400 11 10 2
"ss" 1 250 200 2 25 7.00094069994287e+40
"ss" 1 250 200 3 25 1.30006144043192e+48
"ss" 1 250 200 4 25 1.35950830422578e+53
"ss" 1 250 200 5 25 8.50660801628504e+55
"ss" 1 250 200 6 25 6.09225139124516e+56
"ss" 1 250 200 7 25 7.95857987323433e+55
"ss" 1 250 200 8 25 9.99843143149307e+52
"ss" 1 250 200 9 25 1.11725786260534e+48
"ss" 1 250 200 10 25 1.17479066102701e+41
"ss" 1 250 200 11 25 8.62737387331852e+27
"uncorr" 1 100 400 1 11 1
"ss" 1 250 250 1 1 1.56870727467103e+37
"ss" 1 250 250 2 1 3.54647410135169e+51
"ss" 1 250 250 3 1 1.60393521240669e+61
"ss" 1 250 250 4 1 9.82356893425177e+66
"ss" 1 250 250 5 1 3.984329934247e+70
"ss" 1 250 250 6 1 6.63634297891189e+71
"ss" 1 250 250 7 1 4.27278096628453e+70
"ss" 1 250 250 8 1 1.46045999458902e+67
"ss" 1 250 250 9 1 1.09030075582381e+61
"ss" 1 250 250 10 1 1.18932883626717e+51
"uncorr" 1 100 400 2 11 2
"ss" 1 250 250 11 1 6.79493037730653e+36
"ss" 1 250 250 1 2 3.20225275995264e+35
"ss" 1 250 250 2 2 2.23995846279784e+51
"ss" 1 250 250 3 2 6.81129700748888e+60
"ss" 1 250 250 4 2 1.51007784077472e+67
"ss" 1 250 250 5 2 5.34998336294087e+70
"ss" 1 250 250 6 2 6.13906128516647e+71
"ss" 1 250 250 7 2 4.65112053067721e+70
"ss" 1 250 250 8 2 1.47340490283506e+67
"ss" 1 250 250 9 2 1.74139324881921e+61
"uncorr" 1 100 400 3 11 3
"ss" 1 250 250 10 2 5.0589332577276e+51
"ss" 1 250 250 11 2 3.98083587655282e+36
"ss" 1 250 250 1 3 1.43564304344259e+36
"ss" 1 250 250 2 3 5.28035526075353e+52
"ss" 1 250 250 3 3 2.09437554575866e+61
"ss" 1 250 250 4 3 1.93887251838396e+67
"ss" 1 250 250 5 3 5.03920229869355e+70
"ss" 1 250 250 6 3 6.10239123863413e+71
"ss" 1 250 250 7 3 4.78886585550925e+70
"ss" 1 250 250 8 3 1.10434380903273e+67
"uncorr" 1 100 400 4 11 2
"ss" 1 250 250 9 3 8.24994395972341e+60
"ss" 1 250 250 10 3 6.29890075051641e+51
"ss" 1 250 250 11 3 7.88703075769915e+36
"ss" 1 250 250 1 4 1.89137978064291e+36
"ss" 1 250 250 2 4 2.37008833270394e+51
"ss" 1 250 250 3 4 1.24959498325423e+61
"ss" 1 250 250 4 4 9.85093117570773e+66
"ss" 1 250 250 5 4 4.46918517725581e+70
"ss" 1 250 250 6 4 6.32803860285151e+71
"ss" 1 250 250 7 4 4.57150647815039e+70
"uncorr" 1 100 400 5 11 1
"ss" 1 250 250 8 4 1.49767848695113e+67
"ss" 1 250 250 9 4 5.27237565175247e+60
"ss" 1 250 250 10 4 7.58480757784187e+51
"ss" 1 250 250 11 4 9.30456385404575e+37
"ss" 1 250 250 1 5 3.96438104783124e+35
"ss" 1 250 250 2 5 1.27376923470913e+52
"ss" 1 250 250 3 5 4.79260324378191e+60
"ss" 1 250 250 4 5 1.49626598749712e+67
"ss" 1 250 250 5 5 4.61216220910162e+70
"ss" 1 250 250 6 5 6.32868503265997e+71
"uncorr" 1 50 100 7 19 2
"uncorr" 1 100 400 6 11 3
"ss" 1 250 250 7 5 4.614414453921e+70
"ss" 1 250 250 8 5 1.42999717076514e+67
"ss" 1 250 250 9 5 1.68604827369196e+61
"ss" 1 250 250 10 5 5.53194174023966e+51
"ss" 1 250 250 11 5 1.40158991675955e+37
"ss" 1 250 250 1 6 6.63868194997715e+36
"ss" 1 250 250 2 6 1.80246276274344e+51
"ss" 1 250 250 3 6 8.4244065277666e+60
"ss" 1 250 250 4 6 1.36708175960129e+67
"ss" 1 250 250 5 6 5.3042926062767e+70
"uncorr" 1 100 400 7 11 5
"ss" 1 250 250 6 6 5.89455165621282e+71
"ss" 1 250 250 7 6 4.58338004793476e+70
"ss" 1 250 250 8 6 1.48091915384031e+67
"ss" 1 250 250 9 6 1.27027719256695e+61
"ss" 1 250 250 10 6 1.97253194682855e+51
"ss" 1 250 250 11 6 1.71260048446083e+36
"ss" 1 250 250 1 7 9.28708417805891e+35
"ss" 1 250 250 2 7 6.5365138393848e+51
"ss" 1 250 250 3 7 1.10866192051466e+61
"ss" 1 250 250 4 7 1.46549254576852e+67
"uncorr" 1 100 400 8 11 2
"ss" 1 250 250 5 7 4.59862904365985e+70
"ss" 1 250 250 6 7 6.52015976433169e+71
"ss" 1 250 250 7 7 4.57019292962321e+70
"ss" 1 250 250 8 7 2.35120898771252e+67
"ss" 1 250 250 9 7 4.15224518373814e+60
"ss" 1 250 250 10 7 4.47690965950854e+51
"ss" 1 250 250 11 7 2.08227677918653e+37
"ss" 1 250 250 1 8 1.1841552977307e+36
"ss" 1 250 250 2 8 6.72544516990598e+51
"ss" 1 250 250 3 8 8.65716953456004e+60
"uncorr" 1 100 400 9 11 3
"ss" 1 250 250 4 8 2.31891570803591e+67
"ss" 1 250 250 5 8 4.69639591348204e+70
"ss" 1 250 250 6 8 5.99121258181114e+71
"ss" 1 250 250 7 8 4.0438274803199e+70
"ss" 1 250 250 8 8 1.05797931591846e+67
"ss" 1 250 250 9 8 1.53955163931957e+61
"ss" 1 250 250 10 8 2.06417389477297e+51
"ss" 1 250 250 11 8 1.91225085333892e+36
"ss" 1 250 250 1 9 1.13659592997677e+37
"ss" 1 250 250 2 9 3.58776094402185e+51
"uncorr" 1 100 400 10 11 1
"ss" 1 250 250 3 9 6.58663143697076e+60
"ss" 1 250 250 4 9 2.28780267656956e+67
"ss" 1 250 250 5 9 4.17575969425089e+70
"ss" 1 250 250 6 9 6.17619849934876e+71
"ss" 1 250 250 7 9 4.57754778735307e+70
"ss" 1 250 250 8 9 1.5130835702463e+67
"ss" 1 250 250 9 9 2.74349100710171e+61
"ss" 1 250 250 10 9 1.37330863875201e+52
"ss" 1 250 250 11 9 2.24301379175066e+36
"ss" 1 250 250 1 10 7.34356983845158e+36
"uncorr" 1 100 400 11 11 3
"ss" 1 250 250 2 10 2.47167784489055e+51
"ss" 1 250 250 3 10 1.44491513561832e+61
"ss" 1 250 250 4 10 9.72779390885063e+66
"ss" 1 250 250 5 10 4.55753303394986e+70
"ss" 1 250 250 6 10 6.00926872982159e+71
"ss" 1 250 250 7 10 4.26617171866897e+70
"ss" 1 250 250 8 10 2.6034708340638e+67
"ss" 1 250 250 9 10 7.5977286599399e+60
"ss" 1 250 250 10 10 1.16465799499067e+52
"ss" 1 250 250 11 10 4.19165629320756e+36
"uncorr" 1 100 400 1 12 1
"ss" 1 250 250 1 11 5.1198130630174e+36
"ss" 1 250 250 2 11 1.25985797306863e+51
"ss" 1 250 250 3 11 6.72154782803018e+60
"ss" 1 250 250 4 11 1.36653504879657e+67
"ss" 1 250 250 5 11 4.80736040655192e+70
"ss" 1 250 250 6 11 6.2278507172987e+71
"ss" 1 250 250 7 11 3.84819215867774e+70
"ss" 1 250 250 8 11 1.11964349267072e+67
"ss" 1 250 250 9 11 7.95173002285107e+60
"ss" 1 250 250 10 11 3.6441558000492e+51
"uncorr" 1 100 400 2 12 1
"ss" 1 250 250 11 11 7.92777668962709e+35
"ss" 1 250 250 1 12 6.08594893395043e+36
"ss" 1 250 250 2 12 1.77061374610667e+51
"ss" 1 250 250 3 12 9.73750505718189e+60
"ss" 1 250 250 4 12 1.34775641719802e+67
"ss" 1 250 250 5 12 4.59576435111442e+70
"ss" 1 250 250 6 12 6.42984649880825e+71
"ss" 1 250 250 7 12 4.94587563676853e+70
"ss" 1 250 250 8 12 1.39030158673258e+67
"ss" 1 250 250 9 12 8.79519779701024e+60
"uncorr" 1 100 400 3 12 4
"ss" 1 250 250 10 12 6.29304992294717e+51
"ss" 1 250 250 11 12 5.17889204739121e+36
"ss" 1 250 250 1 13 1.36141523228763e+37
"ss" 1 250 250 2 13 5.61395223357409e+51
"ss" 1 250 250 3 13 8.67043334294048e+60
"ss" 1 250 250 4 13 1.45334429929488e+67
"ss" 1 250 250 5 13 4.40182431770209e+70
"ss" 1 250 250 6 13 6.23526889914885e+71
"ss" 1 250 250 7 13 4.51550528183081e+70
"ss" 1 250 250 8 13 1.31298497558855e+67
"uncorr" 1 100 400 4 12 1
"ss" 1 250 250 9 13 7.68101728831066e+60
"ss" 1 250 250 10 13 1.97059801961808e+51
"ss" 1 250 250 11 13 3.34713770010045e+36
"ss" 1 250 250 1 14 6.24984101355218e+35
"ss" 1 250 250 2 14 1.43265627618609e+51
"ss" 1 250 250 3 14 2.62094875975853e+61
"ss" 1 250 250 4 14 1.30613856120295e+67
"ss" 1 250 250 5 14 4.78178448863239e+70
"ss" 1 250 250 6 14 5.99082448236364e+71
"ss" 1 250 250 7 14 4.33149804397125e+70
"uncorr" 1 50 50 5 5 2
"uncorr" 1 50 100 8 19 1
"uncorr" 1 100 400 5 12 1
"ss" 1 250 250 8 14 1.70631085514876e+67
"ss" 1 250 250 9 14 1.27717851530662e+61
"ss" 1 250 250 10 14 2.21830247249613e+51
"ss" 1 250 250 11 14 6.52023055613614e+35
"ss" 1 250 250 1 15 4.31402220038713e+35
"ss" 1 250 250 2 15 7.66484932677914e+51
"ss" 1 250 250 3 15 2.32011399325011e+61
"ss" 1 250 250 4 15 9.99393033590485e+66
"ss" 1 250 250 5 15 4.07313513895273e+70
"ss" 1 250 250 6 15 6.29394538077683e+71
"uncorr" 1 100 400 6 12 2
"ss" 1 250 250 7 15 4.20965800344691e+70
"ss" 1 250 250 8 15 1.14560786129738e+67
"ss" 1 250 250 9 15 5.78690981875627e+60
"ss" 1 250 250 10 15 4.63114618561212e+50
"ss" 1 250 250 11 15 1.19234220921751e+37
"ss" 1 250 250 1 16 1.6606194258784e+36
"ss" 1 250 250 2 16 2.65853281269722e+51
"ss" 1 250 250 3 16 1.00362355342508e+61
"ss" 1 250 250 4 16 1.56960235186397e+67
"ss" 1 250 250 5 16 5.01832561437067e+70
"uncorr" 1 100 400 7 12 3
"ss" 1 250 250 6 16 6.09364919966001e+71
"ss" 1 250 250 7 16 4.41527767769608e+70
"ss" 1 250 250 8 16 1.42083232233108e+67
"ss" 1 250 250 9 16 6.56309300557614e+60
"ss" 1 250 250 10 16 3.6819816339213e+51
"ss" 1 250 250 11 16 5.10456091943119e+36
"ss" 1 250 250 1 17 1.24661462809382e+36
"ss" 1 250 250 2 17 4.6701626626726e+51
"ss" 1 250 250 3 17 2.6774820091301e+61
"ss" 1 250 250 4 17 1.43198996489965e+67
"uncorr" 1 100 400 8 12 2
"ss" 1 250 250 5 17 4.48102383768043e+70
"ss" 1 250 250 6 17 6.23306473584371e+71
"ss" 1 250 250 7 17 4.93736816756334e+70
"ss" 1 250 250 8 17 2.36776059658554e+67
"ss" 1 250 250 9 17 1.34729954677524e+61
"ss" 1 250 250 10 17 2.78120066976322e+51
"ss" 1 250 250 11 17 6.51601468428667e+37
"ss" 1 250 250 1 18 4.25115978168462e+36
"ss" 1 250 250 2 18 3.75365820186409e+50
"ss" 1 250 250 3 18 5.77302360783351e+60
"uncorr" 1 100 400 9 12 9
"ss" 1 250 250 4 18 1.41378471666036e+67
"ss" 1 250 250 5 18 4.22420150305098e+70
"ss" 1 250 250 6 18 6.00503102954283e+71
"ss" 1 250 250 7 18 5.31482607292986e+70
"ss" 1 250 250 8 18 1.62259351044337e+67
"ss" 1 250 250 9 18 1.33312378942317e+61
"ss" 1 250 250 10 18 4.5327107045926e+51
"ss" 1 250 250 11 18 1.11350845939762e+38
"ss" 1 250 250 1 19 7.13458275523185e+36
"ss" 1 250 250 2 19 2.73247085730433e+51
"uncorr" 1 100 400 10 12 4
"ss" 1 250 250 3 19 1.23543466182366e+61
"ss" 1 250 250 4 19 2.18493181089809e+67
"ss" 1 250 250 5 19 4.07741731602375e+70
"ss" 1 250 250 6 19 6.03616986958378e+71
"ss" 1 250 250 7 19 4.41136461527487e+70
"ss" 1 250 250 8 19 1.24901713609364e+67
"ss" 1 250 250 9 19 9.50602934329782e+60
"ss" 1 250 250 10 19 2.32764929133611e+51
"ss" 1 250 250 11 19 2.98674447330274e+37
"ss" 1 250 250 1 20 2.37589127392066e+37
"uncorr" 1 100 400 11 12 2
"ss" 1 250 250 2 20 3.57111951985979e+51
"ss" 1 250 250 3 20 1.65161331615987e+61
"ss" 1 250 250 4 20 1.77999850837555e+67
"ss" 1 250 250 5 20 4.33427199237547e+70
"ss" 1 250 250 6 20 6.26157364963973e+71
"ss" 1 250 250 7 20 4.69046378000435e+70
"ss" 1 250 250 8 20 1.50854638421841e+67
"ss" 1 250 250 9 20 5.93988468574197e+60
"ss" 1 250 250 10 20 1.99244506484278e+51
"ss" 1 250 250 11 20 1.85731091736088e+38
"uncorr" 1 100 400 1 13 7
"ss" 1 250 250 1 21 1.96638531799823e+37
"ss" 1 250 250 2 21 3.04454071108171e+51
"ss" 1 250 250 3 21 1.8110041761894e+61
"ss" 1 250 250 4 21 1.53854313369968e+67
"ss" 1 250 250 5 21 5.01360035324737e+70
"ss" 1 250 250 6 21 6.62799054863855e+71
"ss" 1 250 250 7 21 4.24699423724092e+70
"ss" 1 250 250 8 21 1.37192013610525e+67
"ss" 1 250 250 9 21 1.26577463882403e+61
"ss" 1 250 250 10 21 2.52337965500009e+51
